Random1
First layer
-17.116509449763285+-15.918862008811946: -3.552713678800501e-15
2.4938278185169658+-6.261339012898158: 0.0
-9.684245612435742+12.040628749041495: 0.0
38.63648615449242+-8.933863059312804: 1.7763568394002505e-15
-11.331756355594383+1.7071724691409456: -8.881784197001252e-16
26.243297221131584+18.927640460074187: 0.0
-33.03537145857523+-7.290648539531965: 0.0
2.400198897490861+-7.63293067141981: 0.0
-3.41710027661396+-11.11103645103677: -4.440892098500626e-16
-14.528136727650729+-4.368666132446396: 0.0
2.3563831366057535+-6.288437194122821: 0.0
-57.126664813549+-11.937966405375931: 0.0
41.86140961698641+8.799210632519983: -3.552713678800501e-15
-5.23273177392895+-11.824554100750001: -8.881784197001252e-16
-0.6182694733246329+-7.7814138881943435: -3.3306690738754696e-16
4.919076771441744+25.44718046366399: -8.881784197001252e-16
9.389311622665119+-2.7262389008458445: 0.0
7.034410861457786+0.1826382003640692: 0.0
66.81025217082299+-8.399683361518976: -1.7763568394002505e-15
4.055591009782519+-19.996788850080357: 0.0
-12.119510127988592+-6.206226328448345: -1.7763568394002505e-15
-5.165938494371195+8.856855101232663: 0.0
-18.325736456436935+-1.1258121938873047: 1.3322676295501878e-15
-3.767511194381192+-5.178315595324213: -8.881784197001252e-16
3.6909166068614674+3.3918638432468895: -4.440892098500626e-16
-19.45154865032424+-17.69924631806713: -3.552713678800501e-15
-2.534264430046103+0.6972300057444714: 0.0
6.990831116519851+11.986502061520358: 8.881784197001252e-16
30.366257235105735+-18.896802860097125: 0.0
3.5674070616372475+11.46945437500861: 0.0
29.70262309517961+5.920722307308027: 8.881784197001252e-16
-17.05728587467895+-31.663435048781558: -3.552713678800501e-15
-3.9320540575170675+-15.941197840297837: -1.7763568394002505e-15
-9.624583886453436+18.977333178040208: 0.0
10.381431648573995+-19.873251897814903: 0.0
45.17093768120577+9.352749291586772: -3.552713678800501e-15
54.52368697279255+-1.8370344243016317: 3.1086244689504383e-15
-9.491820249240908+6.663072721819274: 0.0
-40.32601999810719+27.994029276691613: 0.0
-37.15079496839137+7.2170490618218555: 1.7763568394002505e-15
-29.933745906569513+-0.5490778198937414: 1.3322676295501878e-15
58.41056880930402+-12.331990721415579: 0.0
46.07857808788844+-2.8287475274216334: 0.0
-69.06463121892493+16.34014281079424: 0.0
43.249830560466805+50.660620249506394: 0.0
-8.945826789705404+-3.1715883673791168: 4.440892098500626e-16
93.9104508099732+52.68665254849091: 1.4210854715202004e-14
-30.482823726463256+35.62334540248764: 0.0
146.5971033584641+-52.72448840813069: 7.105427357601002e-15
-12.11741515708452+-48.720720923460505: 1.7763568394002505e-15
5.140521676024381+15.036861436645857: 0.0
93.8726149503334+7.082780450108357: -1.7763568394002505e-15
100.95539540044176+20.17738311267024: -3.552713678800501e-15
121.132778513112+-60.83813608054503: 0.0
18.332632938493536+-24.468733660010358: 0.0
10.695095341298734+-16.557537979141973: 0.0
20.04214357521948+5.621484678760162: 0.0
-20.48653681053608+-0.8275654051609845: 9.992007221626409e-16
0.644609838551653+-6.18531529390969: 0.0
-31.115465728689603+-10.892359388390846: 1.7763568394002505e-15
21.034952739729206+21.94080540599823: -3.552713678800501e-15
-22.46246918641847+-11.508021397200276: 1.7763568394002505e-15
4.397775918135285+-6.597139160855012: 0.0
-28.53807088485451+-1.3577542720522773: -1.5543122344752192e-15
-26.223580321052015+-19.033773739912284: 3.552713678800501e-15
7.054269506795432+13.70111407537216: 0.0
-10.408677278117464+-3.163858819343096: 0.0
20.755383582167592+-1.3341105503880268: -1.1102230246251565e-15
19.19400780787446+-21.38909191271727: 0.0
-5.540705455358037+25.663628253979642: 0.0
-4.095569856543316+-42.00782511708045: -1.7763568394002505e-15
3.9889419220352766+4.229471901603789: -4.440892098500626e-16
-13.112195742425937+8.218413823639066: 0.0
-45.2573540609643+-0.05949050900500928: -2.0816681711721685e-16
-53.810107362741455+-6.258884974316001: 2.6645352591003757e-15
-0.6831060197536181+24.434541876377263: 1.5543122344752192e-15
-46.103394973623764+-10.723925518399133: 1.7763568394002505e-15
-4.893781918786871+-1.6562937567688338: 2.220446049250313e-16
14.551169233988295+1.3958163213861978: 2.220446049250313e-16
-28.42625492838315+-4.077690798123744: 0.0
-2.199363242719727+9.159064837708472: 0.0
1.9528546887460607+5.681974034163552: 2.220446049250313e-16
10.324246936293333+-0.20801882772642885: -8.326672684688674e-17
-7.985598976659645+-0.6975881685363321: -8.881784197001252e-16
1.4174850020672993+-39.36455699394272: -2.6645352591003757e-15
0.2729864601163908+-1.0267481182247515: 5.551115123125783e-17
-33.97049058361875+-29.895825156906785: 3.552713678800501e-15
2.3676779993123493+-0.10261266638958227: 5.551115123125783e-17
8.544655623071321+-8.683187145195976: 0.0
-3.4459972716319247+12.589350071168047: -4.440892098500626e-16
42.97575814572744+-0.555878674346649: 2.3314683517128287e-15
-5.917509464529736+-0.13853152212465503: 0.0
42.41987947138079+20.122922798621605: -3.552713678800501e-15
-6.056040986654391+12.776697802161348: 0.0
-35.32302483253883+-11.735678712760208: 3.552713678800501e-15
-4.200360713778359+14.10325253196097: 0.0
-10.581796544060685+16.617364064925493: 0.0
-1.231786336838405+10.417192912235311: 6.661338147750939e-16
15.946985555374493+-37.64444025413423: 0.0
-3.2078575963073175+2.688520738329807: 0.0
-0.7537616581083608+-0.25331598319580106: 1.1102230246251565e-16
-7.354716585692566+-7.844525543463404: -8.881784197001252e-16
3.4211552114454395+24.938270180559986: -1.7763568394002505e-15
-63.866315740525536+28.359425392005427: 0.0
-10.334170368516848+-2.1950841048428096: 0.0
-62.004045362403915+-54.5206782385275: 7.105427357601002e-15
-8.676630889574+-116.52472360093142: 0.0
3.3193506521907064+-5.125880391323188: 0.0
-15.19924212915597+-12.161852463074995: -1.7763568394002505e-15
-56.8273204920229+-1.8065297391324813: -2.220446049250313e-15
15.53798715466804+-0.12269564395987179: 5.273559366969494e-16
23.751435856623644+-10.121855024867019: 0.0
-13.57253609746056+30.546902626430327: 0.0
-18.702452079036515+6.035567520864808: 0.0
-0.5193368579775104+-1.7664560796340179: 0.0
-15.708293375720661+-125.20135449050542: 1.0658141036401503e-14
-16.36367915473705+-32.50394572650689: 0.0
-45.31684456996931+-1.007077641304162: 2.220446049250313e-15
-140.9096478662261+9.143352799536123: -8.881784197001252e-15
-32.00948971444132+16.303296112065272: 0.0
-2.36662130901492+-4.2354183470648525: 4.440892098500626e-16
-30.074328018219358+0.2613953115336851: -1.1102230246251565e-15
16.664881161219025+0.04638283212476661: -1.8041124150158794e-16
-35.50689034852011+-21.69745469875974: -3.552713678800501e-15
9.185406575396906+-0.10816748448412834: 8.187894806610529e-16
-6.136100721516822+10.863632449923612: 0.0
16.711263993343792+-15.70619360237605: 0.0
-131.76629506668996+-29.81293270668567: 0.0
9.077239090912776+-37.94707199187542: 0.0
-58.63385023115538+20.29853742376745: 0.0
-48.86762488124394+-6.550075675555705: -1.7763568394002505e-15
1.6740122507462771+-1.7040371619719754: 0.0
-27.361094592230963+19.421273031779567: 0.0
-5.862442637843239+9.146979830012487: 0.0
-21.314102215697066+-33.334424995305945: 3.552713678800501e-15
-6.602039656079773+15.415291510708167: 0.0
8.813251854628394+13.629580831756625: 1.7763568394002505e-15
-57.204345047279844+22.442832686385017: 0.0
-7.939821560451396+-38.666704996029736: -3.552713678800501e-15
-47.05870354529904+-21.198583840752: 7.105427357601002e-15
4.72753172840679+16.974366528969767: 1.7763568394002505e-15
6.959701594988745+-0.27041601612590077: -1.6653345369377348e-16
-55.417700556799645+6.720656815506956: 0.0
-60.06899233705746+3.0027199006053245: 3.552713678800501e-15
-46.32392221127348+9.902891818182612: 1.7763568394002505e-15
-54.648527211003014+-1.06163286864873: -6.661338147750939e-16
-68.25728738605105+3.284537192169248: -5.329070518200751e-15
21.701898257376556+-57.06627243645214: 0.0
-34.76151236089483+-2.2857929376115282: -3.1086244689504383e-15
-55.71016007965174+-0.7158288624654066: 1.1102230246251565e-15
-0.03002491122569828+-46.60652655648113: -3.3306690738754696e-15
-161.57922777337564+-17.349385903818995: -1.0658141036401503e-14
1.0050703909677416+-28.869832900962642: 0.0
-48.69704374129269+-27.8647625099949: 3.552713678800501e-15
-37.04730529850635+10.116228108566904: 0.0
-12.529254473359657+-36.42103039309087: 0.0
-76.56180625128759+-56.42598894211715: -7.105427357601002e-15
-38.33531280738793+-35.36437417907558: 7.105427357601002e-15
-132.98779519340474+-26.931077189939447: 1.0658141036401503e-14
-64.9727501938818+7.634828722909613: 2.6645352591003757e-15
-46.63655146770682+-48.950284866450524: -7.105427357601002e-15
-95.58683633415734+2.265065332922767: -6.661338147750939e-15
62.5428022700024+-12.666884558171708: 1.7763568394002505e-15
-73.69968698646352+-57.337921470972184: 7.105427357601002e-15
-93.32177100123457+6.689285578862845: -6.217248937900877e-15
-178.92861367719462+-86.63248542237172: -1.4210854715202004e-14
-131.0376084574357+-159.9188723833442: 2.842170943040401e-14
-290.95648084077993+49.87591771183069: 7.105427357601002e-15
-265.5610990995663+-241.08056312894925: -2.842170943040401e-14
-5.877470108828353+-6.267247725674441: 0.0
-0.6734793260628369+5.315949134898848: -2.220446049250313e-16
-2.8806177478208705+-5.344910769970117: 4.440892098500626e-16
-8.999117552255282+-6.400339190303182: 0.0
-18.17374795450837+1.2033744337200143: -4.440892098500626e-16
-45.49833353262694+16.769079411952706: 0.0
-9.376219588570558+-19.309527121755625: 1.7763568394002505e-15
-1.9914847446209052+-0.7128862406715648: -2.220446049250313e-16
-8.166111745399665+-32.744746194555745: -3.552713678800501e-15
-11.896539672743241+-0.43470727912888096: 3.3306690738754696e-16
-20.91064336644113+-0.7578269471041607: -5.551115123125783e-16
-1.42587325404351+-5.5851605539416544: 0.0
-8.35364995319845+0.022627005040528277: 3.2959746043559335e-16
-12.144717834502794+-4.729422139569342: 0.0
1.840911628310358+-10.257634787147023: -6.661338147750939e-16
-13.571021112577391+-27.591103840088504: -3.552713678800501e-15
-8.416723158836664+25.419457199462705: 0.0
-7.011033807985164+3.3841623459392216: 0.0
-1.5366488566309453+-1.836142178322477: 0.0
-7.879791758110099+-15.612898976849884: -8.881784197001252e-16
-2.643144598782855+-1.1955223570869824: 2.220446049250313e-16
-33.33579722915889+-9.902846026520727: 0.0
-3.8386669558698374+2.722797603301111: 0.0
3.4861699871925427+-1.7036961569593094: 0.0
-5.256250675144301+-16.56040998076039: 0.0
-13.891419190179688+-1.3957327202943375: -6.661338147750939e-16
-21.81666065590469+-0.33797700299967903: 1.1102230246251565e-16
-28.72925412067423+-21.180433060453705: 0.0
-6.778763199906512+-1.7997402441967987: 8.881784197001252e-16
11.050437692916342+6.356594277803479: 0.0
-16.970373520788357+-43.23864325567962: 0.0
1.7824738302332332+-40.910857939955406: -3.1086244689504383e-15
-3.25156803275034+-41.63475627530727: 1.7763568394002505e-15
-21.66847031354529+12.1458508965188: 0.0
-1.8358115124879097+-41.16212495266589: -1.9984014443252818e-15
-27.281669546391875+-23.492690734959982: 3.552713678800501e-15
-6.133568480226906+-10.732979870798065: 0.0
-7.20501295812886+-8.225528517790988: 0.0
17.40703197071982+-15.24384669257644: 0.0
-8.666978215615263+-0.06730268992482985: 5.551115123125783e-17
-12.08978034771091+-8.04722570691728: -1.7763568394002505e-15
-25.83962594579261+-4.9666257423091205: -8.881784197001252e-16
-16.710011880795367+-2.7043709852924698: 8.881784197001252e-16
-44.88632430805761+-15.762771596882533: -3.552713678800501e-15
-1.5265701253556831+-4.677359142443515: 4.440892098500626e-16
-50.77436028135186+2.125876050526572: 8.881784197001252e-16
-42.9979364651538+4.642469808836012: 0.0
0.7648177881955206+-0.11828632038788439: 5.551115123125783e-17
-0.7622403409577816+-3.170646614501992: -2.220446049250313e-16
-13.444231784511432+-39.12838410972217: -1.7763568394002505e-15
11.116613777174617+-3.3727910349534223: 4.440892098500626e-16
2.1631852781433807+-6.203929267799198: 0.0
-60.209016776467976+1.2661960138461634: 1.1102230246251565e-15
-24.34019076492906+-4.574824472383698: 1.7763568394002505e-15
-2.4331335939969265+-15.604142597043156: -4.440892098500626e-16
-16.86654835102497+0.31620558885186795: -7.216449660063518e-16
-4.040743989655818+-10.388305643352872: 0.0
-10.836761450391966+-3.628402542165365: -4.440892098500626e-16
-3.9328869554597734+-28.685746710326185: -1.7763568394002505e-15
-2.6445808138203457+-8.578503444103312: 0.0
-16.874139974072136+0.5098975125679591: -9.992007221626409e-16
-15.430541475919847+-8.282976687612427: 0.0
0.6465314678076362+-31.18401089404065: -1.3322676295501878e-15
-11.223084257923658+-23.17126784295139: -1.7763568394002505e-15
3.513452849280442+-6.913421783189866: 0.0
-52.5726158942336+-1.7099059714941347: 2.886579864025407e-15
-8.331022948157923+-54.28252186572774: 0.0
-14.465163992557331+-9.08231779614609: 1.7763568394002505e-15
-30.806251688101728+-7.299213223607464: -8.881784197001252e-16
0.3446796303250781+-3.3999689339094243: 0.0
-16.364242461504176+-13.947763107530086: 0.0
-14.42904963300869+-2.96585618610122: -1.3322676295501878e-15
-30.537479426233013+-14.242464521167925: 0.0
-23.547481788703422+-9.522619417026489: 1.7763568394002505e-15
-3.381080136209624+-15.399456742558463: 1.7763568394002505e-15
-15.287151910474025+-14.599372148053597: -1.7763568394002505e-15
-33.07010120572991+-18.78053687876809: 0.0
-49.909687181127936+-1.1158693525687262: -3.552713678800501e-15
-51.850638084498+-33.85228920965688: -7.105427357601002e-15
-85.70292729415488+-48.64848423082529: 0.0
-19.414382866087838+-12.331246951872123: -1.7763568394002505e-15
-32.61863366578596+-10.081500864088953: -1.7763568394002505e-15
-62.61354481388566+-17.39490581910991: -7.105427357601002e-15
-38.10546491170919+-16.550342762173102: 0.0
-42.70013452987491+-31.74562981795996: 0.0
-21.63699662555855+-29.746148323971756: 0.0
-26.09969897746157+-34.39435210087505: 0.0
-30.312005569034262+-0.3633895202424807: 9.992007221626409e-16
7.7438227422211945+-3.0552893035843462: 0.0
17.00273404062604+1.2548001380740734: -8.881784197001252e-16
-51.02555653369666+-19.430715762592122: -7.105427357601002e-15
-58.942820762621814+-26.02652031602333: 0.0
-60.49405107833662+-70.45627229628877: -7.105427357601002e-15
-29.88652405852762+-0.6298528273694849: 1.4432899320127035e-15
-84.96934107864514+-23.713518163532274: -3.552713678800501e-15
-74.44576434783487+-20.137006054628188: 0.0
4.688533438636848+-44.77994394740094: 2.6645352591003757e-15
-130.95032337462538+-11.47013435071578: -1.2434497875801753e-14
18.257534178700116+-30.675395089276744: 0.0
-142.42045772534115+-40.09141050876409: -7.105427357601002e-15
-12.417860910576628+-8.734280905540093: 0.0
-182.51186823410524+-18.037276191040082: 1.0658141036401503e-14
-108.68285924217741+-60.64909590494014: 0.0
-22.15463765890437+-3.626871462045943: 1.3322676295501878e-15
-94.58277040246305+-169.33195514711755: 1.4210854715202004e-14
-134.35141152498016+-25.781509120950314: 3.552713678800501e-15
-80.00845063299556+-28.91501523731276: 0.0
-21.15214181611672+-30.516376885897106: 0.0
-160.13292064593048+-51.66851870201383: 1.4210854715202004e-14
-263.9147255495806+-51.383144949530305: -2.842170943040401e-14
-200.54914442514533+-38.35546665631779: 0.0
-211.80143934794432+-315.2978704991109: 0.0
-54.65580767388229+-108.92346587030832: 0.0
-527.0993098470552+-238.90461108146312: 2.842170943040401e-14
-766.0039209285184+-163.5792735441906: 2.842170943040401e-14
-9.18117153546884+-21.49778115422258: 1.7763568394002505e-15
3.4020349001433856+-35.40152079542853: 1.3322676295501878e-15
1.7561618903269864+-8.739074826845815: 4.440892098500626e-16
12.963160834703336+-0.0034709840568946933: 2.8189256484623115e-17
-30.67895268969142+1.743458795279736: 2.220446049250313e-16
0.06658214635308381+-9.326704255361875: -8.743006318923108e-16
0.42552781086536456+4.2505071636181695: -2.7755575615628914e-16
-31.08458487214776+-6.372812121526846: -8.881784197001252e-16
-19.457153547506945+2.7016290379286345: 1.3322676295501878e-15
